split,batch_idx,group_name,factor_name,loss,grad_is_none,grad_finite_rate,grad_mean_abs,grad_max_abs,open_grad_mean_abs,open_grad_mean_abs_scaled,open_relative_scaled_score,high_grad_mean_abs,high_grad_mean_abs_scaled,high_relative_scaled_score,low_grad_mean_abs,low_grad_mean_abs_scaled,low_relative_scaled_score,close_grad_mean_abs,close_grad_mean_abs_scaled,close_relative_scaled_score,volume_grad_mean_abs,volume_grad_mean_abs_scaled,volume_relative_scaled_score
train,0,greater_less_pair,KUP,0.00014643650501966476,False,1.0,8.210214019754858e-08,4.761908257933101e-06,9.642062792636352e-08,4.602978226627205e-06,1.0,2.0293393276915594e-07,1.0086584551919644e-05,2.1913170246105,0.0,0.0,0.0,1.1115614739765078e-07,5.3545648436759314e-06,1.1632826791795288,0.0,0.0,0.0
train,1,greater_less_pair,KUP,0.00012022511509712785,False,1.0,8.79607000570104e-08,8.89970215212088e-06,1.0547677220529295e-07,2.385303866322009e-06,1.0,2.1754424039954756e-07,5.0164555460045855e-06,2.103067712601183,0.0,0.0,0.0,1.1678247346935677e-07,2.643024499912822e-06,1.1080452001229522,0.0,0.0,0.0
train,2,greater_less_pair,KUP,0.00015082143363542855,False,1.0,8.395687700613053e-08,6.04751767241396e-06,1.0053427956790983e-07,1.7772343971128373e-06,1.0,2.0737562067552062e-07,3.7965926355706925e-06,2.136236301603409,0.0,0.0,0.0,1.1187452031435896e-07,1.9866271239681976e-06,1.1178194205533745,0.0,0.0,0.0
train,3,greater_less_pair,KUP,0.00014656975690741092,False,1.0,7.68707266729507e-08,5.2463765314314514e-06,8.988278921151505e-08,1.4642707800053905e-06,1.0,1.8991590877703857e-07,3.1548500204095324e-06,2.15455369559305,0.0,0.0,0.0,1.0455495669248194e-07,1.7067755913718072e-06,1.1656147310168437,0.0,0.0,0.0
train,4,greater_less_pair,KUP,0.00015159774920903146,False,1.0,8.577164578582597e-08,5.1273623284942005e-06,1.0058583654881659e-07,2.114992528032066e-06,1.0,2.1199048205744475e-07,4.598414123115763e-06,2.17419875586721,0.0,0.0,0.0,1.162819103228685e-07,2.4526596390688545e-06,1.1596540444286945,0.0,0.0,0.0
train,5,greater_less_pair,KUP,0.0001808695524232462,False,1.0,9.368354625394204e-08,8.89970215212088e-06,1.101904203437698e-07,1.5341813645222731e-06,1.0,2.3097706502994697e-07,3.3005395562365754e-06,2.151335971457538,0.0,0.0,0.0,1.2725026010684815e-07,1.7753542041347344e-06,1.1571996930672925,0.0,0.0,0.0
train,6,greater_less_pair,KUP,0.00013519565982278436,False,1.0,8.136625240240392e-08,5.112856797495624e-06,9.596457317684326e-08,1.4836501023005776e-06,1.0,2.0113247956032865e-07,3.1974449061296546e-06,2.1551206050345915,0.0,0.0,0.0,1.0973420927484767e-07,1.7000674217964112e-06,1.1458681660590004,0.0,0.0,0.0
train,7,greater_less_pair,KUP,0.00011982487194472924,False,1.0,6.356809478802461e-08,5.010293989471393e-06,7.341335361843448e-08,1.8105915877848067e-06,1.0,1.571835781533082e-07,3.975335329107555e-06,2.195600242444092,0.0,0.0,0.0,8.72435208520983e-08,2.1581856984982065e-06,1.1919781982079507,0.0,0.0,0.0
train,0,greater_less_pair,KUP2,0.06923035532236099,False,1.0,9.941557073034346e-05,0.0069443960674107075,0.00012189825065433979,0.005819242268930047,1.0,0.00013626061263494194,0.006772668186557751,1.1638402172595927,0.00011227834329474717,0.005218096428974417,0.8966968872966068,0.00012664070527534932,0.006100480127471941,1.0483289482624691,0.0,0.0,0.0
train,1,greater_less_pair,KUP2,0.06874172389507294,False,1.0,0.00011655328125925735,0.0030864228028804064,0.00014382629888132215,0.0032525590196548215,1.0,0.00015882821753621101,0.0036624949999053413,1.126034909058783,0.00013255499652586877,0.0029481545632634165,0.9064107816178198,0.00014755691518075764,0.003339512602947514,1.0267338986832346,0.0,0.0,0.0
train,2,greater_less_pair,KUP2,0.07070520520210266,False,1.0,0.00010896717867581174,0.0030864228028804064,0.00013429581304080784,0.0023740672271206353,1.0,0.0001475658209528774,0.0027016064244516635,1.1379654264164545,0.00012485211482271552,0.0021515369393129147,0.9062662231020246,0.0001381221372867003,0.002452722778906069,1.033131139205704,0.0,0.0,0.0
train,3,greater_less_pair,KUP2,0.06804793328046799,False,1.0,9.15310884010978e-05,0.0030864228028804064,0.00011209792137378827,0.0018261750909922964,1.0,0.0001251762150786817,0.002079405497089737,1.138667101170371,0.00010365148773416877,0.0016642031539148006,0.9113053628447618,0.00011672979599097744,0.0019055200526665872,1.043448715331659,0.0,0.0,0.0
train,4,greater_less_pair,KUP2,0.06990866363048553,False,1.0,0.000108870975964237,0.02083335444331169,0.00013347394997254014,0.0028065224346157658,1.0,0.0001462885265937075,0.0031732331574962636,1.1306637418455923,0.00012588888057507575,0.0025889317890245844,0.9224696574994701,0.00013870347174815834,0.002925583231397355,1.0424228915162368,0.0,0.0,0.0
train,5,greater_less_pair,KUP2,0.07193487882614136,False,1.0,9.821168350754306e-05,0.010416677221655846,0.00012077436258550733,0.0016815416060005778,1.0,0.0001303984026890248,0.0018633239022644577,1.108104548597067,0.00011513079516589642,0.001572924245717644,0.9354060821954492,0.00012475480616558343,0.0017405384431128795,1.0350849701855558,0.0,0.0,0.0
train,6,greater_less_pair,KUP2,0.06825811415910721,False,1.0,9.369530744152144e-05,0.010416677221655846,0.00011471378093119711,0.0017735202396015615,1.0,0.0001263882004423067,0.0020092195381996164,1.1328991309684784,0.00010785004269564524,0.001633881101503705,0.921264423726437,0.00011952446220675483,0.00185174382399287,1.0441063950918779,0.0,0.0,0.0
